Sexo;Edad;año;Total
Hombres;17 años;2041;68,129
Hombres;17 años;2040;67,967
Hombres;17 años;2039;67,804
Hombres;17 años;2038;67,640
Hombres;17 años;2037;67,474
Hombres;17 años;2036;67,307
Hombres;17 años;2035;67,138
Hombres;17 años;2034;66,968
Hombres;17 años;2033;66,797
Hombres;17 años;2032;66,624
Hombres;17 años;2031;66,449
Hombres;17 años;2030;66,273
Hombres;17 años;2029;66,096
Hombres;17 años;2028;65,916
Hombres;17 años;2027;65,735
Hombres;17 años;2026;65,552
Hombres;17 años;2025;65,368
Hombres;17 años;2024;65,181
Hombres;17 años;2023;64,993
Hombres;17 años;2022;64,802
Hombres;17 años;2021;64,609
Hombres;17 años;2020;64,414
Hombres;17 años;2019;64,217
Hombres;17 años;2018;64,018
Hombres;17 años;2017;63,816
Hombres;17 años;2016;63,611
Hombres;18 años;2065;70,675
Hombres;18 años;2064;70,540
Hombres;18 años;2063;70,403
Hombres;18 años;2062;70,265
Hombres;18 años;2061;70,126
Hombres;18 años;2060;69,987
Hombres;18 años;2059;69,846
Hombres;18 años;2058;69,704
Hombres;18 años;2057;69,561
Hombres;18 años;2056;69,418
Hombres;18 años;2055;69,273
Hombres;18 años;2054;69,127
Hombres;18 años;2053;68,980
Hombres;18 años;2052;68,832
Hombres;18 años;2051;68,683
Hombres;18 años;2050;68,533
Hombres;18 años;2049;68,382
Hombres;18 años;2048;68,229
Hombres;18 años;2047;68,076
Hombres;18 años;2046;67,921
Hombres;18 años;2045;67,766
Hombres;18 años;2044;67,609
Hombres;18 años;2043;67,451
Hombres;18 años;2042;67,292
Hombres;18 años;2041;67,131
Hombres;18 años;2040;66,969
Hombres;18 años;2039;66,806
Hombres;18 años;2038;66,642
Hombres;18 años;2037;66,477
Hombres;18 años;2036;66,310
Hombres;18 años;2035;66,141
Hombres;18 años;2034;65,972
Hombres;18 años;2033;65,800
Hombres;18 años;2032;65,628
Hombres;18 años;2031;65,454
Hombres;18 años;2030;65,278
Hombres;18 años;2029;65,101
Hombres;18 años;2028;64,922
Hombres;18 años;2027;64,741
Hombres;18 años;2026;64,559
Hombres;18 años;2025;64,374
Hombres;18 años;2024;64,188
Hombres;18 años;2023;64,000
Hombres;18 años;2022;63,810
Hombres;18 años;2021;63,618
Hombres;18 años;2020;63,424
Hombres;18 años;2019;63,228
Hombres;18 años;2018;63,029
Hombres;18 años;2017;62,828
Hombres;18 años;2016;62,624
Hombres;19 años;2065;69,676
Hombres;19 años;2064;69,540
Hombres;19 años;2063;69,403
Hombres;19 años;2062;69,266
Hombres;19 años;2061;69,127
Hombres;19 años;2060;68,987
Hombres;19 años;2059;68,847
Hombres;19 años;2058;68,705
Hombres;19 años;2057;68,562
Hombres;19 años;2056;68,418
Hombres;19 años;2055;68,274
Hombres;19 años;2054;68,128
Hombres;19 años;2053;67,981
Hombres;19 años;2052;67,833
Hombres;19 años;2051;67,684
Hombres;19 años;2050;67,534
Hombres;19 años;2049;67,383
Hombres;19 años;2048;67,231
Hombres;19 años;2047;67,078
Hombres;19 años;2046;66,923
Hombres;19 años;2045;66,768
Hombres;19 años;2044;66,611
Hombres;19 años;2043;66,453
Hombres;19 años;2042;66,294
Hombres;19 años;2041;66,134
Hombres;19 años;2040;65,972
Hombres;19 años;2039;65,809
Hombres;19 años;2038;65,645
Hombres;19 años;2037;65,480
Hombres;19 años;2036;65,313
Hombres;19 años;2035;65,145
Hombres;19 años;2034;64,976
Hombres;19 años;2033;64,805
Hombres;19 años;2032;64,633
Hombres;19 años;2031;64,459
Hombres;19 años;2030;64,284
Hombres;19 años;2029;64,107
Hombres;19 años;2028;63,928
Hombres;19 años;2027;63,748
Hombres;19 años;2026;63,566
Hombres;19 años;2025;63,383
Hombres;19 años;2024;63,197
Hombres;19 años;2023;63,010
Hombres;19 años;2022;62,821
Hombres;19 años;2021;62,630
Hombres;19 años;2020;62,436
Hombres;19 años;2019;62,241
Hombres;19 años;2018;62,043
Hombres;19 años;2017;61,843
Hombres;19 años;2016;61,641
Hombres;20 años;2065;68,676
Hombres;20 años;2064;68,541
Hombres;20 años;2063;68,404
Hombres;20 años;2062;68,266
Hombres;20 años;2061;68,128
Hombres;20 años;2060;67,988
Hombres;20 años;2059;67,847
Hombres;20 años;2058;67,706
Hombres;20 años;2057;67,563
Hombres;20 años;2056;67,419
Hombres;20 años;2055;67,275
Hombres;20 años;2054;67,129
Hombres;20 años;2053;66,982
Hombres;20 años;2052;66,834
Hombres;20 años;2051;66,685
Hombres;20 años;2050;66,536
Hombres;20 años;2049;66,385
Hombres;20 años;2048;66,232
Hombres;20 años;2047;66,079
Hombres;20 años;2046;65,925
Hombres;20 años;2045;65,769
Hombres;20 años;2044;65,613
Hombres;20 años;2043;65,455
Hombres;20 años;2042;65,296
Hombres;20 años;2041;65,136
Hombres;20 años;2040;64,975
Hombres;20 años;2039;64,812
Hombres;20 años;2038;64,649
Hombres;20 años;2037;64,483
Hombres;20 años;2036;64,317
Hombres;20 años;2035;64,149
Hombres;20 años;2034;63,980
Hombres;20 años;2033;63,810
Hombres;20 años;2032;63,638
Hombres;20 años;2031;63,465
Hombres;20 años;2030;63,290
Hombres;20 años;2029;63,113
Hombres;20 años;2028;62,935
Hombres;20 años;2027;62,756
Hombres;20 años;2026;62,574
Hombres;20 años;2025;62,391
Hombres;20 años;2024;62,207
Hombres;20 años;2023;62,020
Hombres;20 años;2022;61,832
Hombres;20 años;2021;61,641
Hombres;20 años;2020;61,449
Hombres;20 años;2019;61,254
Hombres;20 años;2018;61,057
Hombres;20 años;2017;60,859
Hombres;20 años;2016;60,657
Hombres;21 años;2065;67,677
Hombres;21 años;2064;67,541
Hombres;21 años;2063;67,405
Hombres;21 años;2062;67,267
Hombres;21 años;2061;67,128
Hombres;21 años;2060;66,989
Hombres;21 años;2059;66,848
Hombres;21 años;2058;66,707
Hombres;21 años;2057;66,564
Hombres;21 años;2056;66,420
Hombres;21 años;2055;66,276
Hombres;21 años;2054;66,130
Hombres;21 años;2053;65,983
Hombres;21 años;2052;65,836
Hombres;21 años;2051;65,687
Hombres;21 años;2050;65,537
Hombres;21 años;2049;65,386
Hombres;21 años;2048;65,234
Hombres;21 años;2047;65,081
Hombres;21 años;2046;64,927
Hombres;21 años;2045;64,772
Hombres;21 años;2044;64,615
Hombres;21 años;2043;64,458
Hombres;21 años;2042;64,299
Hombres;21 años;2041;64,139
Hombres;21 años;2040;63,978
Hombres;21 años;2039;63,816
Hombres;21 años;2038;63,652
Hombres;21 años;2037;63,488
Hombres;21 años;2036;63,321
Hombres;21 años;2035;63,154
Hombres;21 años;2034;62,985
Hombres;21 años;2033;62,815
Hombres;21 años;2032;62,644
Hombres;21 años;2031;62,471
Hombres;21 años;2030;62,296
Hombres;21 años;2029;62,120
Hombres;21 años;2028;61,943
Hombres;21 años;2027;61,764
Hombres;21 años;2026;61,583
Hombres;21 años;2025;61,401
Hombres;21 años;2024;61,216
Hombres;21 años;2023;61,031
Hombres;21 años;2022;60,843
Hombres;21 años;2021;60,653
Hombres;21 años;2020;60,462
Hombres;21 años;2019;60,268
Hombres;21 años;2018;60,072
Hombres;21 años;2017;59,874
Hombres;21 años;2016;59,674
Hombres;22 años;2065;66,678
Hombres;22 años;2064;66,542
Hombres;22 años;2063;66,406
Hombres;22 años;2062;66,268
Hombres;22 años;2061;66,129
Hombres;22 años;2060;65,990
Hombres;22 años;2059;65,849
Hombres;22 años;2058;65,708
Hombres;22 años;2057;65,565
Hombres;22 años;2056;65,422
Hombres;22 años;2055;65,277
Hombres;22 años;2054;65,132
Hombres;22 años;2053;64,985
Hombres;22 años;2052;64,838
Hombres;22 años;2051;64,689
Hombres;22 años;2050;64,539
Hombres;22 años;2049;64,388
Hombres;22 años;2048;64,237
Hombres;22 años;2047;64,084
Hombres;22 años;2046;63,930
Hombres;22 años;2045;63,775
Hombres;22 años;2044;63,618
Hombres;22 años;2043;63,461
Hombres;22 años;2042;63,303
Hombres;22 años;2041;63,143
Hombres;22 años;2040;62,982
Hombres;22 años;2039;62,820
Hombres;22 años;2038;62,657
Hombres;22 años;2037;62,492
Hombres;22 años;2036;62,326
Hombres;22 años;2035;62,159
Hombres;22 años;2034;61,991
Hombres;22 años;2033;61,821
Hombres;22 años;2032;61,650
Hombres;22 años;2031;61,477
Hombres;22 años;2030;61,303
Hombres;22 años;2029;61,128
Hombres;22 años;2028;60,951
Hombres;22 años;2027;60,772
Hombres;22 años;2026;60,592
Hombres;22 años;2025;60,410
Hombres;22 años;2024;60,227
Hombres;22 años;2023;60,042
Hombres;22 años;2022;59,854
Hombres;22 años;2021;59,666
Hombres;22 años;2020;59,475
Hombres;22 años;2019;59,282
Hombres;22 años;2018;59,087
Hombres;22 años;2017;58,890
Hombres;22 años;2016;58,691
Hombres;23 años;2065;65,679
Hombres;23 años;2064;65,543
Hombres;23 años;2063;65,407
Hombres;23 años;2062;65,269
Hombres;23 años;2061;65,131
Hombres;23 años;2060;64,991
Hombres;23 años;2059;64,851
Hombres;23 años;2058;64,709
Hombres;23 años;2057;64,567
Hombres;23 años;2056;64,423
Hombres;23 años;2055;64,279
Hombres;23 años;2054;64,134
Hombres;23 años;2053;63,987
Hombres;23 años;2052;63,840
Hombres;23 años;2051;63,691
Hombres;23 años;2050;63,542
Hombres;23 años;2049;63,391
Hombres;23 años;2048;63,239
Hombres;23 años;2047;63,087
Hombres;23 años;2046;62,933
Hombres;23 años;2045;62,778
Hombres;23 años;2044;62,622
Hombres;23 años;2043;62,465
Hombres;23 años;2042;62,306
Hombres;23 años;2041;62,147
Hombres;23 años;2040;61,986
Hombres;23 años;2039;61,825
Hombres;23 años;2038;61,662
Hombres;23 años;2037;61,497
Hombres;23 años;2036;61,332
Hombres;23 años;2035;61,165
Hombres;23 años;2034;60,997
Hombres;23 años;2033;60,828
Hombres;23 años;2032;60,657
Hombres;23 años;2031;60,485
Hombres;23 años;2030;60,311
Hombres;23 años;2029;60,136
Hombres;23 años;2028;59,960
Hombres;23 años;2027;59,782
Hombres;23 años;2026;59,602
Hombres;23 años;2025;59,421
Hombres;23 años;2024;59,238
Hombres;23 años;2023;59,054
Hombres;23 años;2022;58,867
Hombres;23 años;2021;58,679
Hombres;23 años;2020;58,489
Hombres;23 años;2019;58,297
Hombres;23 años;2018;58,103
Hombres;23 años;2017;57,908
Hombres;23 años;2016;57,710
Hombres;24 años;2065;64,680
Hombres;24 años;2064;64,544
Hombres;24 años;2063;64,408
Hombres;24 años;2062;64,270
Hombres;24 años;2061;64,132
Hombres;24 años;2060;63,993
Hombres;24 años;2059;63,852
Hombres;24 años;2058;63,711
Hombres;24 años;2057;63,569
Hombres;24 años;2056;63,425
Hombres;24 años;2055;63,281
Hombres;24 años;2054;63,136
Hombres;24 años;2053;62,989
Hombres;24 años;2052;62,842
Hombres;24 años;2051;62,694
Hombres;24 años;2050;62,544
Hombres;24 años;2049;62,394
Hombres;24 años;2048;62,242
Hombres;24 años;2047;62,090
Hombres;24 años;2046;61,936
Hombres;24 años;2045;61,781
Hombres;24 años;2044;61,625
Hombres;24 años;2043;61,469
Hombres;24 años;2042;61,310
Hombres;24 años;2041;61,151
Hombres;24 años;2040;60,991
Hombres;24 años;2039;60,829
Hombres;24 años;2038;60,667
Hombres;24 años;2037;60,503
Hombres;24 años;2036;60,338
Hombres;24 años;2035;60,171
Hombres;24 años;2034;60,003
Hombres;24 años;2033;59,834
Hombres;24 años;2032;59,664
Hombres;24 años;2031;59,492
Hombres;24 años;2030;59,319
Hombres;24 años;2029;59,145
Hombres;24 años;2028;58,969
Hombres;24 años;2027;58,791
Hombres;24 años;2026;58,612
Hombres;24 años;2025;58,432
Hombres;24 años;2024;58,249
Hombres;24 años;2023;58,066
Hombres;24 años;2022;57,880
Hombres;24 años;2021;57,693
Hombres;24 años;2020;57,503
Hombres;24 años;2019;57,312
Hombres;24 años;2018;57,119
Hombres;24 años;2017;56,924
Hombres;24 años;2016;56,727
Hombres;25 años;2065;63,681
Hombres;25 años;2064;63,546
Hombres;25 años;2063;63,409
Hombres;25 años;2062;63,272
Hombres;25 años;2061;63,134
Hombres;25 años;2060;62,994
Hombres;25 años;2059;62,854
Hombres;25 años;2058;62,713
Hombres;25 años;2057;62,571
Hombres;25 años;2056;62,427
Hombres;25 años;2055;62,283
Hombres;25 años;2054;62,138
Hombres;25 años;2053;61,992
Hombres;25 años;2052;61,845
Hombres;25 años;2051;61,696
Hombres;25 años;2050;61,547
Hombres;25 años;2049;61,397
Hombres;25 años;2048;61,245
Hombres;25 años;2047;61,093
Hombres;25 años;2046;60,940
Hombres;25 años;2045;60,785
Hombres;25 años;2044;60,629
Hombres;25 años;2043;60,473
Hombres;25 años;2042;60,315
Hombres;25 años;2041;60,156
Hombres;25 años;2040;59,996
Hombres;25 años;2039;59,835
Hombres;25 años;2038;59,672
Hombres;25 años;2037;59,509
Hombres;25 años;2036;59,344
Hombres;25 años;2035;59,178
Hombres;25 años;2034;59,011
Hombres;25 años;2033;58,842
Hombres;25 años;2032;58,672
Hombres;25 años;2031;58,501
Hombres;25 años;2030;58,328
Hombres;25 años;2029;58,154
Hombres;25 años;2028;57,979
Hombres;25 años;2027;57,802
Hombres;25 años;2026;57,623
Hombres;25 años;2025;57,443
Hombres;25 años;2024;57,262
Hombres;25 años;2023;57,079
Hombres;25 años;2022;56,894
Hombres;25 años;2021;56,707
Hombres;25 años;2020;56,519
Hombres;25 años;2019;56,329
Hombres;25 años;2018;56,137
Hombres;25 años;2017;55,943
Hombres;25 años;2016;55,747
Hombres;26 años;2065;62,682
Hombres;26 años;2064;62,547
Hombres;26 años;2063;62,411
Hombres;26 años;2062;62,273
Hombres;26 años;2061;62,135
Hombres;26 años;2060;61,996
Hombres;26 años;2059;61,856
Hombres;26 años;2058;61,715
Hombres;26 años;2057;61,573
Hombres;26 años;2056;61,430
Hombres;26 años;2055;61,285
Hombres;26 años;2054;61,140
Hombres;26 años;2053;60,994
Hombres;26 años;2052;60,847
Hombres;26 años;2051;60,699
Hombres;26 años;2050;60,550
Hombres;26 años;2049;60,400
Hombres;26 años;2048;60,249
Hombres;26 años;2047;60,097
Hombres;26 años;2046;59,943
Hombres;26 años;2045;59,789
Hombres;26 años;2044;59,634
Hombres;26 años;2043;59,477
Hombres;26 años;2042;59,320
Hombres;26 años;2041;59,161
Hombres;26 años;2040;59,001
Hombres;26 años;2039;58,840
Hombres;26 años;2038;58,678
Hombres;26 años;2037;58,515
Hombres;26 años;2036;58,350
Hombres;26 años;2035;58,185
Hombres;26 años;2034;58,018
Hombres;26 años;2033;57,850
Hombres;26 años;2032;57,680
Hombres;26 años;2031;57,509
Hombres;26 años;2030;57,337
Hombres;26 años;2029;57,164
Hombres;26 años;2028;56,989
Hombres;26 años;2027;56,812
Hombres;26 años;2026;56,635
Hombres;26 años;2025;56,455
Hombres;26 años;2024;56,274
Hombres;26 años;2023;56,092
Hombres;26 años;2022;55,908
Hombres;26 años;2021;55,722
Hombres;26 años;2020;55,534
Hombres;26 años;2019;55,345
Hombres;26 años;2018;55,154
Hombres;26 años;2017;54,961
Hombres;26 años;2016;54,766
Hombres;27 años;2065;61,684
Hombres;27 años;2064;61,549
Hombres;27 años;2063;61,412
Hombres;27 años;2062;61,275
Hombres;27 años;2061;61,137
Hombres;27 años;2060;60,998
Hombres;27 años;2059;60,858
Hombres;27 años;2058;60,717
Hombres;27 años;2057;60,575
Hombres;27 años;2056;60,432
Hombres;27 años;2055;60,288
Hombres;27 años;2054;60,143
Hombres;27 años;2053;59,997
Hombres;27 años;2052;59,850
Hombres;27 años;2051;59,702
Hombres;27 años;2050;59,553
Hombres;27 años;2049;59,403
Hombres;27 años;2048;59,252
Hombres;27 años;2047;59,100
Hombres;27 años;2046;58,947
Hombres;27 años;2045;58,793
Hombres;27 años;2044;58,638
Hombres;27 años;2043;58,482
Hombres;27 años;2042;58,325
Hombres;27 años;2041;58,166
Hombres;27 años;2040;58,007
Hombres;27 años;2039;57,846
Hombres;27 años;2038;57,684
Hombres;27 años;2037;57,521
Hombres;27 años;2036;57,357
Hombres;27 años;2035;57,192
Hombres;27 años;2034;57,025
Hombres;27 años;2033;56,858
Hombres;27 años;2032;56,689
Hombres;27 años;2031;56,518
Hombres;27 años;2030;56,347
Hombres;27 años;2029;56,174
Hombres;27 años;2028;55,999
Hombres;27 años;2027;55,824
Hombres;27 años;2026;55,646
Hombres;27 años;2025;55,468
Hombres;27 años;2024;55,287
Hombres;27 años;2023;55,106
Hombres;27 años;2022;54,922
Hombres;27 años;2021;54,737
Hombres;27 años;2020;54,550
Hombres;27 años;2019;54,362
Hombres;27 años;2018;54,172
Hombres;27 años;2017;53,980
Hombres;27 años;2016;53,786
Hombres;28 años;2065;60,685
Hombres;28 años;2064;60,550
Hombres;28 años;2063;60,414
Hombres;28 años;2062;60,277
Hombres;28 años;2061;60,139
Hombres;28 años;2060;60,000
Hombres;28 años;2059;59,860
Hombres;28 años;2058;59,719
Hombres;28 años;2057;59,577
Hombres;28 años;2056;59,434
Hombres;28 años;2055;59,291
Hombres;28 años;2054;59,146
Hombres;28 años;2053;59,000
Hombres;28 años;2052;58,853
Hombres;28 años;2051;58,705
Hombres;28 años;2050;58,557
Hombres;28 años;2049;58,407
Hombres;28 años;2048;58,256
Hombres;28 años;2047;58,104
Hombres;28 años;2046;57,952
Hombres;28 años;2045;57,798
Hombres;28 años;2044;57,643
Hombres;28 años;2043;57,487
Hombres;28 años;2042;57,330
Hombres;28 años;2041;57,172
Hombres;28 años;2040;57,012
Hombres;28 años;2039;56,852
Hombres;28 años;2038;56,691
Hombres;28 años;2037;56,528
Hombres;28 años;2036;56,364
Hombres;28 años;2035;56,199
Hombres;28 años;2034;56,033
Hombres;28 años;2033;55,866
Hombres;28 años;2032;55,697
Hombres;28 años;2031;55,527
Hombres;28 años;2030;55,356
Hombres;28 años;2029;55,183
Hombres;28 años;2028;55,010
Hombres;28 años;2027;54,834
Hombres;28 años;2026;54,658
Hombres;28 años;2025;54,480
Hombres;28 años;2024;54,300
Hombres;28 años;2023;54,119
Hombres;28 años;2022;53,936
Hombres;28 años;2021;53,752
Hombres;28 años;2020;53,566
Hombres;28 años;2019;53,378
Hombres;28 años;2018;53,189
Hombres;28 años;2017;52,998
Hombres;28 años;2016;52,804
Hombres;29 años;2065;59,687
Hombres;29 años;2064;59,552
Hombres;29 años;2063;59,416
Hombres;29 años;2062;59,279
Hombres;29 años;2061;59,141
Hombres;29 años;2060;59,002
Hombres;29 años;2059;58,862
Hombres;29 años;2058;58,722
Hombres;29 años;2057;58,580
Hombres;29 años;2056;58,437
Hombres;29 años;2055;58,293
Hombres;29 años;2054;58,149
Hombres;29 años;2053;58,003
Hombres;29 años;2052;57,857
Hombres;29 años;2051;57,709
Hombres;29 años;2050;57,560
Hombres;29 años;2049;57,411
Hombres;29 años;2048;57,260
Hombres;29 años;2047;57,109
Hombres;29 años;2046;56,956
Hombres;29 años;2045;56,802
Hombres;29 años;2044;56,648
Hombres;29 años;2043;56,492
Hombres;29 años;2042;56,335
Hombres;29 años;2041;56,177
Hombres;29 años;2040;56,018
Hombres;29 años;2039;55,858
Hombres;29 años;2038;55,697
Hombres;29 años;2037;55,535
Hombres;29 años;2036;55,372
Hombres;29 años;2035;55,207
Hombres;29 años;2034;55,041
Hombres;29 años;2033;54,874
Hombres;29 años;2032;54,706
Hombres;29 años;2031;54,537
Hombres;29 años;2030;54,366
Hombres;29 años;2029;54,194
Hombres;29 años;2028;54,021
Hombres;29 años;2027;53,846
Hombres;29 años;2026;53,670
Hombres;29 años;2025;53,492
Hombres;29 años;2024;53,313
Hombres;29 años;2023;53,133
Hombres;29 años;2022;52,951
Hombres;29 años;2021;52,767
Hombres;29 años;2020;52,582
Hombres;29 años;2019;52,395
Hombres;29 años;2018;52,207
Hombres;29 años;2017;52,016
Hombres;29 años;2016;51,824
Hombres;30 años;2065;58,689
Hombres;30 años;2064;58,554
Hombres;30 años;2063;58,418
Hombres;30 años;2062;58,281
Hombres;30 años;2061;58,144
Hombres;30 años;2060;58,005
Hombres;30 años;2059;57,865
Hombres;30 años;2058;57,724
Hombres;30 años;2057;57,583
Hombres;30 años;2056;57,440
Hombres;30 años;2055;57,297
Hombres;30 años;2054;57,152
Hombres;30 años;2053;57,007
Hombres;30 años;2052;56,860
Hombres;30 años;2051;56,713
Hombres;30 años;2050;56,565
Hombres;30 años;2049;56,415
Hombres;30 años;2048;56,265
